doc_id,sentence_id,corpus,date,findspot,translation,transliteration,normalized_transliteration,lemma_forms,mdc,semantic_text
D050124,IBUBd6uNTbMITUh9kn0bBriCvSA,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"Es kommt zu dir, wer zu dir kommt, Osiris des Gottesvaters, Heter, gerechtfertigt, Sohn des Harsiese, gerechtfertigt, Kind der Taher.","jy n =k zp-2 wsjr jt-nṯr Ḥtr mꜣꜥ-ḫrw zꜣ Ḥr,w-zꜣ-ꜣs,t mꜣꜥ-ḫrw ms n Tꜣ-ḥr",jy n k zp-2 wsjr jt-ntr htr maa-hrw za hrw-za-ast maa-hrw ms n ta-hr,jwi̯ | n | =k | zp-2 | Wsjr | jtj-nṯr | Ḥtr | mꜣꜥ-ḫrw | zꜣ | Ḥr.w-zꜣ-Ꜣs.t | mꜣꜥ-ḫrw | ms | n.j,"jy n =k zp-2 wsjr jt-nTr Htr mAa-xrw zA Hr,w-zA-As,t mAa-xrw ms n tA-Hr","Translation: Es kommt zu dir, wer zu dir kommt, Osiris des Gottesvaters, Heter, gerechtfertigt, Sohn des Harsiese, gerechtfertigt, Kind der Taher. | Transliteration: jy n =k zp-2 wsjr jt-nṯr Ḥtr mꜣꜥ-ḫrw zꜣ Ḥr,w-zꜣ-ꜣs,t mꜣꜥ-ḫrw ms n Tꜣ-ḥr | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D050762,IBUBd1UCy9FGtUaaqZXb7Gq3iQM,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Meine Arme sind in der Tat (auch) erhoben, um dich zu behüten!""",ꜥ.du.wj =j qꜣi̯ sp-2 jw ḫwꜣw =k,a.du.wj j qai sp-2 jw hwaw k,ꜥ | =j | qꜣi̯ | zp-2 | r | ḫwi̯ | =k,a.du.wj =j qAi sp-2 jw xwAw =k,"Translation: ""Meine Arme sind in der Tat (auch) erhoben, um dich zu behüten!"" | Transliteration: ꜥ.du.wj =j qꜣi̯ sp-2 jw ḫwꜣw =k | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D100007,IBUBd1LcSopucUQakqdQYDA6f9k,tb,NK,Upper Egypt (South of Assiut),"für die Öffnenden, die Feuer und Flamme im Westen löschen,","n wn,y.pl ꜥḫm.yw sḏ,t ḫ,t m jmn,t",n wny.pl ahm.yw sdt ht m jmnt,n | wn.w | ꜥḫm | sḏ.t | ḫ.t | m | jmn.t,"n wn,y.pl axm.yw sD,t x,t m jmn,t","Translation: für die Öffnenden, die Feuer und Flamme im Westen löschen, | Transliteration: n wn,y.pl ꜥḫm.yw sḏ,t ḫ,t m jmn,t | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D031914,IBUBd7zmrUQc30nOhZ9Qm7Ul050,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"[... (sagen) zu] jenen Göttern: ""⸢Der König ist gekommen⸣, ⸢...⸣ eines Gottes ⸢bei⸣ [ihm].""","[...] nṯr.pl jpw ⸢jy⸣j ⸢nzw⸣ [...] ⸢_⸣z⸢_⸣w n(,j) nṯr ḫ[r] =f",... ntr.pl jpw jyj nzw ... _z_w nj ntr hr f,nṯr | jpw | jwi̯ | nswt | n.j | nṯr | ḫr | =f,"[...] nTr.pl jpw ⸢jy⸣j ⸢nzw⸣ [...] ⸢_⸣z⸢_⸣w n(,j) nTr x[r] =f","Translation: [... (sagen) zu] jenen Göttern: ""⸢Der König ist gekommen⸣, ⸢...⸣ eines Gottes ⸢bei⸣ [ihm]."" | Transliteration: [...] nṯr.pl jpw ⸢jy⸣j ⸢nzw⸣ [...] ⸢_⸣z⸢_⸣w n(,j) nṯr ḫ[r] =f | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D036460,IBUBd88AXc1JY09rh2T9QKNRUTw,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),$ḏꜥm$-Stab.,ḏꜥm,dam,ḏꜥm,Dam,Translation: $ḏꜥm$-Stab. | Transliteration: ḏꜥm | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)
D100624,IBUBdzQHI0XktkG6gczum4d4tEg,tb,NK,Upper Egypt (South of Assiut),Ich bin eine Schwalbe - zweimal.,"jnk mn,t zp-2",jnk mnt zp-2,jnk | mn.t | zp-2,"jnk mn,t zp-2","Translation: Ich bin eine Schwalbe - zweimal. | Transliteration: jnk mn,t zp-2 | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D050403,IBUBd3YoQPyex0DQvyMv8MwjmQ4,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),Du wirst den großen Gott aus Horbeit begrüßen.,wšd =k nṯr-ꜥꜣ m Šdnw,wsd k ntr-aa m sdnw,wšd | =k | nṯr-ꜥꜣ | m | Šdn.w,wSd =k nTr-aA m Sdnw,Translation: Du wirst den großen Gott aus Horbeit begrüßen. | Transliteration: wšd =k nṯr-ꜥꜣ m Šdnw | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)
D098299,IBUBd9sRoOmrwEq9ugqmhRRKKW0,tb,TIP - Roman times,Upper Egypt (South of Assiut),"Oh Weitausschreitender, der aus Heliopolis stammt, ich habe kein Unrecht begangen!","j wsḫ-nmt,t pri̯ m Jwn,w nn jri̯ =j jzf,t",j wsh-nmtt pri m jwnw nn jri j jzft,j | wsḫ | pri̯ | m | Jwn.w | nn | jri̯ | =j | jzf.t,"j wsx-nmt,t pri m jwn,w nn jri =j jzf,t","Translation: Oh Weitausschreitender, der aus Heliopolis stammt, ich habe kein Unrecht begangen! | Transliteration: j wsḫ-nmt,t pri̯ m Jwn,w nn jri̯ =j jzf,t | Corpus: tb | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D037461,IBUBdxWG2Vxq8EV9hb4q5yTaHEg,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),Unas ist an der Spitze des Gefolges des Re;,"jw Wnjs pn tp šms,w Rꜥw",jw wnjs pn tp smsw raw,jw | Wnjs | pn | tp | šms.w | Rꜥw,"jw wnjs pn tp Sms,w raw","Translation: Unas ist an der Spitze des Gefolges des Re; | Transliteration: jw Wnjs pn tp šms,w Rꜥw | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D094975,IBUBd3shQvCMH01WgXRUDC2vU7w,tb,NK,Upper Egypt (South of Assiut),Ich bin ewiglich mit euch zusammen.,"wnn =j ḥnꜥ =ṯn n-ḏ,t",wnn j hna tn n-dt,wnn | =j | ḥnꜥ | =ṯn,"wnn =j Hna =Tn n-D,t","Translation: Ich bin ewiglich mit euch zusammen. | Transliteration: wnn =j ḥnꜥ =ṯn n-ḏ,t | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D053216,IBUBd6voQSwkQkjllv4LKydMMao,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Tjeb-netjer ist für dich in Begrüßungshaltung (und) Horus, der Armstarke, der Hochbefiederte, Herr der Krone von Oberägypten, wirft alle deine Feinde nieder!""","[...] Ṯb-nṯr n =k m njnj Ḥr dmꜣ-ꜥ qꜣi̯-šw,t.du nb-wrr,t sḫr ḫft.pl =k nb",... tb-ntr n k m njnj hr dma-a qai-swt.du nb-wrrt shr hft.pl k nb,Ṯb-nṯr | n | =k | m | njnj | Ḥr.w | Ṯmꜣ-ꜥ | qꜣ-šw.tj | nb-wrr.t | sḫr | ḫft.j | =k | nb,"[...] Tb-nTr n =k m njnj Hr dmA-a qAi-Sw,t.du nb-wrr,t sxr xft.pl =k nb","Translation: ""Tjeb-netjer ist für dich in Begrüßungshaltung (und) Horus, der Armstarke, der Hochbefiederte, Herr der Krone von Oberägypten, wirft alle deine Feinde nieder!"" | Transliteration: [...] Ṯb-nṯr n =k m njnj Ḥr dmꜣ-ꜥ qꜣi̯-šw,t.du nb-wrr,t sḫr ḫft.pl =k nb | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D075258,IBUBd8EtYZJIbUkLjbMxQPW97nk,sawlit,NK,Upper Egypt (South of Assiut),Du hast ihre Gefühle (?) durcheinandergebracht!,jry =k tḫtḫ nꜣy =st šꜣ~rʾ~gꜣ~ḥj,jry k thth nay st saragahj,jri̯ | =k | tḫtḫ | nꜣy= | =st | šrgḥ,jry =k txtx nAy =st SA~rA~gA~Hj,Translation: Du hast ihre Gefühle (?) durcheinandergebracht! | Transliteration: jry =k tḫtḫ nꜣy =st šꜣ~rʾ~gꜣ~ḥj | Corpus: sawlit | Date: NK | Findspot: Upper Egypt (South of Assiut)
D090787,IBUBdzA4KDNA7Evmpy27Pd2YVYY,tb,NK,Upper Egypt (South of Assiut),"Ich werde die ""Oberen"" leiten.","sšmi̯ =j ḥr,j〈w〉",ssmi j hrjw,sšmi̯ | =j | ḥr.jw,"sSmi =j Hr,j〈w〉","Translation: Ich werde die ""Oberen"" leiten. | Transliteration: sšmi̯ =j ḥr,j〈w〉 | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D033480,IBUBd0sYQJMGN0KEnk1fgQSfEbc,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Osiris Neith, nimm dir das Horusauge, das er (Seth) fortgeschaft(?) hat.","(W)sr(,w) N(j),t m n =k jr(,t)-Ḥr(,w) ḫnf.t.n =f",wsrw njt m n k jrt-hrw hnf.t.n f,Wsjr | Nj.t | mj | n | =k | jr.t-Ḥr.w | ḫnf | =f,"(w)sr(,w) n(j),t m n =k jr(,t)-Hr(,w) xnf.t.n =f","Translation: Osiris Neith, nimm dir das Horusauge, das er (Seth) fortgeschaft(?) hat. | Transliteration: (W)sr(,w) N(j),t m n =k jr(,t)-Ḥr(,w) ḫnf.t.n =f | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D039404,IBUBd6gexFhxPEtjvqLNiZ5ZjOM,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Du kennst sie nicht, du wirst (aber) trefflich durch sie.",n rḫ =k sn mnḫ =k jm =sn,n rh k sn mnh k jm sn,n | rḫ | =k | sn | mnḫ | =k | m | =sn,n rx =k sn mnx =k jm =sn,"Translation: Du kennst sie nicht, du wirst (aber) trefflich durch sie. | Transliteration: n rḫ =k sn mnḫ =k jm =sn | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D036065,IBUBd1Wj6mNlP0fZopZRmqwHgYQ,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Pepi Neferkare ist aus Pe gekommen, indem die Flamme rot ist und Chepri lebt.","jwi̯.n Ppy Nfr-kꜣ-Rꜥw m Pj dšr sḏ,t ꜥnḫ Ḫprr",jwi.n ppy nfr-ka-raw m pj dsr sdt anh prr,jwi̯ | Ppy | Nfr-kꜣ-Rꜥw | m | Pj | dšr | sḏ.t | ꜥnḫ | Ḫprr,"jwi.n ppy nfr-kA-raw m pj dSr sD,t anx xprr","Translation: Pepi Neferkare ist aus Pe gekommen, indem die Flamme rot ist und Chepri lebt. | Transliteration: jwi̯.n Ppy Nfr-kꜣ-Rꜥw m Pj dšr sḏ,t ꜥnḫ Ḫprr | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D034259,IBUBd1xdakd2Q0eIlOyUHermnzQ,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Wende deinen Kopf und sieh Horus, wie er sein Sitzen gemacht hat [...], als die Entscheidung geschah.","jmi̯ tp =ṯ mꜣ =ṯ Ḥr,w jri̯.n =f ḥms(,w) [...] ḫpr wḏꜥ-mdw",jmi tp t ma t hrw jri.n f hmsw ... hpr wda-mdw,jmi̯ | tp | =ṯ | mꜣꜣ | =ṯ | Ḥr.w | jri̯ | =f | ḥms.w | ḫpr (m-sꜣ) | wḏꜥ-mdw,"jmi tp =T mA =T Hr,w jri.n =f Hms(,w) [...] xpr wDa-mdw","Translation: Wende deinen Kopf und sieh Horus, wie er sein Sitzen gemacht hat [...], als die Entscheidung geschah. | Transliteration: jmi̯ tp =ṯ mꜣ =ṯ Ḥr,w jri̯.n =f ḥms(,w) [...] ḫpr wḏꜥ-mdw | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D093463,IBUBd3VxKkLvqEuspTP83tnURQg,tb,NK,Upper Egypt (South of Assiut),"Der Ikesi, der anblickt, den er packen wird",Jksj dgꜣ jṯi̯ =f,jksj dga jti f,Jks.t | dgi̯ | jṯi̯ | =f,jksj dgA jTi =f,"Translation: Der Ikesi, der anblickt, den er packen wird | Transliteration: Jksj dgꜣ jṯi̯ =f | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D039454,IBUBdy4oQTAfv08bvkJlWYRQnic,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),Schlüpf in die Erde!,ḫbḫ tꜣ,hbh ta,ḫbḫ | tꜣ,xbx tA,Translation: Schlüpf in die Erde! | Transliteration: ḫbḫ tꜣ | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)
D033710,IBUBd0IGUhz2rUosm3pQWzZZIBc,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),Er wird Neith im Schakal-See reinigen;,"sꜥb =f N(j),t m š-zꜣb",sab f njt m s-zab,swꜥb | =f | Nj.t | m | Š-zꜣb.j,"sab =f n(j),t m S-zAb","Translation: Er wird Neith im Schakal-See reinigen; | Transliteration: sꜥb =f N(j),t m š-zꜣb | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D074251,IBUBd2mOnMm7Mk4ViXiskQKW7VQ,sawlit,NK,Upper Egypt (South of Assiut),"Veranlasse, daß man deinem ergebenen Diener (wörtl.: dem Diener dort) befiehlt, einen Stab-des-Alters anzufertigen, (und) daß man dafür sorgt, daß mein Sohn an meiner Stelle stehen wird, (damit/so daß) ich ihn belehren kann in den Reden der Zuhörenden/Richter, (und in) den Ratschlägen/Verhaltensweisen der Vorgänger, die früher für die Vorfahren gearbeitet haben.","jmi̯ wḏ =tw n bꜣk-jm jri̯.t mdw-jꜣwj ḏi̯ =tw ꜥḥꜥ zꜣ =j m s,t =j sbꜣ =j sw r md,t.pl sḏm,y.w.pl sḫr.w.pl (j)m(,j).w.pl-ḥꜣ,t.pl pꜣu̯.w bꜣk n tp(,j).w.pl-ꜥ.pl",jmi wd tw n bak-jm jri.t mdw-jawj di tw aha za j m st j sba j sw r mdt.pl sdmy.w.pl shr.w.pl jmj.w.pl-hat.pl pau.w bak n tpj.w.pl-a.pl,jmi̯ | wḏ | =tw | n | bꜣk-jm | jri̯ | mdw-jꜣw | rḏi̯ | =tw | ꜥḥꜥ | zꜣ | =j | m | s.t | =j | sbꜣ | =j | sw | r | mdw.t | sḏm.yw | sḫr | jm.jw-ḥꜣ.t | pꜣu̯ | bꜣk | n | tp.j-ꜥ.wj,"jmi wD =tw n bAk-jm jri.t mdw-jAwj Di =tw aHa zA =j m s,t =j sbA =j sw r md,t.pl sDm,y.w.pl sxr.w.pl (j)m(,j).w.pl-HA,t.pl pAu.w bAk n tp(,j).w.pl-a.pl","Translation: Veranlasse, daß man deinem ergebenen Diener (wörtl.: dem Diener dort) befiehlt, einen Stab-des-Alters anzufertigen, (und) daß man dafür sorgt, daß mein Sohn an meiner Stelle stehen wird, (damit/so daß) ich ihn belehren kann in den Reden der Zuhörenden/Richter, (und in) den Ratschlägen/Verhaltensweisen der Vorgänger, die früher für die Vorfahren gearbeitet haben. | Transliteration: jmi̯ wḏ =tw n bꜣk-jm jri̯.t mdw-jꜣwj ḏi̯ =tw ꜥḥꜥ zꜣ =j m s,t =j sbꜣ =j sw r md,t.pl sḏm,y.w.pl sḫr.w.pl (j)m(,j).w.pl-ḥꜣ,t.pl pꜣu̯.w bꜣk n tp(,j).w.pl-ꜥ.pl | Corpus: sawlit | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D038153,IBUBdQ6H2cBLO0qFsTkiOQF2u84,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Pepi Neferkare findet für sich einen Fährlohn(?), (denn) 'Rufer', der Türhüter des Osiris, sein Abscheu ist es, überzusetzen, ohne daß ihm ein Entgelt/eine Entlohnung(?) gemacht/gezahlt wurde.","gmm Ppy Nfr-kꜣ-Rꜥw n =f štṯ Njs jr(,j)-ꜥꜣ n(,j) (W)sr(,w) bw,t =f ḏꜣi̯.t nj jri̯ n =f jzn,wt",gmm ppy nfr-ka-raw n f stt njs jrj-aa nj wsrw bwt f dai.t nj jri n f jznwt,gmi̯ | Ppy | Nfr-kꜣ-Rꜥw | n | =f | štṯ | Njs | jr.j-ꜥꜣ | n.j | Wsjr | bw.t | =f | ḏꜣi̯ | n | jri̯ | n | =f | jzn.wt,"gmm ppy nfr-kA-raw n =f StT njs jr(,j)-aA n(,j) (w)sr(,w) bw,t =f DAi.t nj jri n =f jzn,wt","Translation: Pepi Neferkare findet für sich einen Fährlohn(?), (denn) 'Rufer', der Türhüter des Osiris, sein Abscheu ist es, überzusetzen, ohne daß ihm ein Entgelt/eine Entlohnung(?) gemacht/gezahlt wurde. | Transliteration: gmm Ppy Nfr-kꜣ-Rꜥw n =f štṯ Njs jr(,j)-ꜥꜣ n(,j) (W)sr(,w) bw,t =f ḏꜣi̯.t nj jri̯ n =f jzn,wt | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D050585,IBUBd3Tnl3a7QUa4me42jw4XnVk,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""'Großer Männlicher', 'der über den schönen (Kühen) ist'!""","ṯꜣ(,y)-wr ḥr(,j)-nfr.pl",tay-wr hrj-nfr.pl,ṯꜣ.y-wr | ḥr.j-nfr.wt,"TA(,y)-wr Hr(,j)-nfr.pl","Translation: ""'Großer Männlicher', 'der über den schönen (Kühen) ist'!"" | Transliteration: ṯꜣ(,y)-wr ḥr(,j)-nfr.pl | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D041632,IBUBdWcpkIu1DEtOpNFIgkLajsI,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"Rein ist auch diese Zunge, die in Teti's Mund ist.","wꜥb r =f šsꜣ,w pn jm(,j) rʾ Ttj",wab r f ssaw pn jmj ra ttj,wꜥb | jr | =f | šsꜣ.w | pn | jm.j | rʾ | Ttj,"wab r =f SsA,w pn jm(,j) rA ttj","Translation: Rein ist auch diese Zunge, die in Teti's Mund ist. | Transliteration: wꜥb r =f šsꜣ,w pn jm(,j) rʾ Ttj | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D073833,IBUBd0WnRZEQfkRQkqrGt1OySc8,sawlit,NK,Middle Egypt (from Kairo to Assiut),"Und siehe, der Hausverwalter Seba hat für sich selbst genommen die zwei Frauen
der zwei Feldarbeiter,
die unter meiner Aufsicht mit Pflügen beschäftigt waren, 
(und zwar) am letzten Tag des 2. Monats der Peret-Zeit.","ḫr ptrj ṯꜣi̯ n =f (j)m(,j)-r(ʾ)-pr Sbꜣ tꜣ ḥm,t 2 n pꜣ ꜥḥ,wtj 2 n,tj ꜥḥꜥ (ḥr) skꜣ r-ḥꜣ,t =j m ꜣbd 2 pr,t ꜥrq(,y)",hr ptrj tai n f jmj-ra-pr sba ta hmt 2 n pa ahwtj 2 ntj aha hr ska r-hat j m abd 2 prt arqy,ḫr | ptr | ṯꜣi̯ | n | =f | jm.j-rʾ-pr | Sbꜣ | tꜣ | ḥm.t | 1...n | n.j | pꜣ | ꜥḥ.wtj | 1...n | n.tj | ꜥḥꜥ | ḥr | skꜣ | r-ḥꜣ.t | =j | m | ꜣbd | 1...n | pr.t | ꜥrq.y,"xr ptrj TAi n =f (j)m(,j)-r(A)-pr sbA tA Hm,t 2 n pA aH,wtj 2 n,tj aHa (Hr) skA r-HA,t =j m Abd 2 pr,t arq(,y)","Translation: Und siehe, der Hausverwalter Seba hat für sich selbst genommen die zwei Frauen
der zwei Feldarbeiter,
die unter meiner Aufsicht mit Pflügen beschäftigt waren, 
(und zwar) am letzten Tag des 2. Monats der Peret-Zeit. | Transliteration: ḫr ptrj ṯꜣi̯ n =f (j)m(,j)-r(ʾ)-pr Sbꜣ tꜣ ḥm,t 2 n pꜣ ꜥḥ,wtj 2 n,tj ꜥḥꜥ (ḥr) skꜣ r-ḥꜣ,t =j m ꜣbd 2 pr,t ꜥrq(,y) | Corpus: sawlit | Date: NK | Findspot: Middle Egypt (from Kairo to Assiut)"
D053505,IBUBd3PV2HNYC0bDkwMt52AXuGI,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Möge er die Opfergaben seines Sohnes Horus empfangen!""","jmi̯ šsp =f ꜥb,t.pl n sꜣ =f Ḥr",jmi ssp f abt.pl n sa f hr,jmi̯ | šzp | =f | ꜥꜣb.t | n.j | zꜣ | =f | Ḥr.w,"jmi Ssp =f ab,t.pl n sA =f Hr","Translation: ""Möge er die Opfergaben seines Sohnes Horus empfangen!"" | Transliteration: jmi̯ šsp =f ꜥb,t.pl n sꜣ =f Ḥr | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D099048,IBUBdWMrTZ3UKEOboKa4fVut6uI,tb,NK,Upper Egypt (South of Assiut),"Der Name seines Pförtners ist ""Ngꜣ-Stier"".","rn n jr,j-ꜥꜣ =s Ngꜣ,w",rn n jrj-aa s ngaw,rn | n.j | jr.j-ꜥꜣ | =s | ngꜣ.w,"rn n jr,j-aA =s ngA,w","Translation: Der Name seines Pförtners ist ""Ngꜣ-Stier"". | Transliteration: rn n jr,j-ꜥꜣ =s Ngꜣ,w | Corpus: tb | Date: NK | Findspot: Upper Egypt (South of Assiut)"
D052436,IBUBd5EJJRbZLkLOlzLJfo7oMyw,bbawtotenlit,TIP - Roman times,Middle Egypt (from Kairo to Assiut),"""Solltest Du ihn mir (aber) nicht bringen, will ich mit (göttlichem) Auge die Flut bei Tage bewachen (und) will ich die Nacht verbringen in Regen (und) Überschwemmungswasser!""","jḫ dm =k jni̯.ṱ =f n =j wrš =j r jr,t n pꜣ mtr sḏr =j m ḥyy nw,y",jh dm k jni.t f n j wrs j r jrt n pa mtr sdr j m hyy nwy,jḫ | tm | =k | jni̯ | =f | n | =j | wršu̯ | =j | r | jr.t | n | pꜣ | mtr | sḏr | =j | m | ḥw.t | nw.y,"jx dm =k jni.v =f n =j wrS =j r jr,t n pA mtr sDr =j m Hyy nw,y","Translation: ""Solltest Du ihn mir (aber) nicht bringen, will ich mit (göttlichem) Auge die Flut bei Tage bewachen (und) will ich die Nacht verbringen in Regen (und) Überschwemmungswasser!"" | Transliteration: jḫ dm =k jni̯.ṱ =f n =j wrš =j r jr,t n pꜣ mtr sḏr =j m ḥyy nw,y | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Middle Egypt (from Kairo to Assiut)"
D051322,IBUBdzXZQ2lCWUf3nU7CLKdM7I8,bbawtotenlit,TIP - Roman times,Upper Egypt (South of Assiut),"""Er schüchtert euch ein!""",rdḥw{.n} =f tn,rdhw.n f tn,rtḥ | =f | ṯn,rdHw{.n} =f tn,"Translation: ""Er schüchtert euch ein!"" | Transliteration: rdḥw{.n} =f tn | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Upper Egypt (South of Assiut)"
D052377,IBUBd7bWgq3SC0Bcm7yLkH4d2Mw,bbawtotenlit,TIP - Roman times,Middle Egypt (from Kairo to Assiut),"""Kommt (denn nicht) das Übel wegen des Mangels an deinem Anblick (""Sehen"")?""",jn jji̯ b(j)〈n〉 〈n〉 gꜣ n mꜣꜣ =k,jn jji bjn n ga n maa k,jn | jwi̯ | bjn | n | gꜣ.w | n.j | mꜣꜣ | =k,jn jji b(j)〈n〉 〈n〉 gA n mAA =k,"Translation: ""Kommt (denn nicht) das Übel wegen des Mangels an deinem Anblick (""Sehen"")?"" | Transliteration: jn jji̯ b(j)〈n〉 〈n〉 gꜣ n mꜣꜣ =k | Corpus: bbawtotenlit | Date: TIP - Roman times | Findspot: Middle Egypt (from Kairo to Assiut)"
D043323,IBUBdwY5sB8k1EvNvyA13wHbX8g,bbawpyramidentexte,OK & FIP,Middle Egypt (from Kairo to Assiut),"$hj.w$-Schlange, leg dich hin/bleib liegen!","hj,w sḏr",hjw sdr,hj.w | sḏr,"hj,w sDr","Translation: $hj.w$-Schlange, leg dich hin/bleib liegen! | Transliteration: hj,w sḏr | Corpus: bbawpyramidentexte | Date: OK & FIP | Findspot: Middle Egypt (from Kairo to Assiut)"
D072265,IBUBd4AIUWOkWEXZmm8UAE30bC8,sawlit,NK,Middle Egypt (from Kairo to Assiut),sein Name ist Neferti.,"Nfr,tj rn =f",nfrtj rn f,Nfr.tj | rn | =f,"nfr,tj rn =f","Translation: sein Name ist Neferti. | Transliteration: Nfr,tj rn =f | Corpus: sawlit | Date: NK | Findspot: Middle Egypt (from Kairo to Assiut)"
