term_id,term,df,total_tf,fields,field_count
T000784,ah.w,121,123,"lemma_forms, normalized_transliteration",2
T000774,jat,120,420,"lemma_forms, mdc, normalized_transliteration, translation",4
T000965,hka,120,284,"lemma_forms, mdc, normalized_transliteration",3
T000789,jy.n,120,246,"mdc, normalized_transliteration",2
T000221,majestt,120,128,translation,1
T000651,ihrer,120,128,translation,1
T001048,jenem,120,123,translation,1
T000649,wrr,119,242,"lemma_forms, mdc, normalized_transliteration, translation",4
T000658,one,119,189,translation,1
T000855,jener,119,134,translation,1
T000801,hnt.j,119,130,"lemma_forms, normalized_transliteration",2
T000666,tempel,119,126,translation,1
T000827,nmtj,118,308,"mdc, normalized_transliteration",2
T000767,j.n,118,250,"mdc, normalized_transliteration",2
T000330,mry,117,319,"lemma_forms, mdc, normalized_transliteration",3
T000761,platz,117,125,translation,1
T000897,gestalt,117,122,translation,1
T000474,nay,116,640,"lemma_forms, mdc, normalized_transliteration",3
T000840,hnk,116,446,"lemma_forms, mdc, normalized_transliteration",3
T000667,meiner,116,131,translation,1
T000615,dies,116,122,translation,1
T000891,viermal,116,116,translation,1
T000505,drt,115,432,"lemma_forms, mdc, normalized_transliteration",3
T000283,tpj,115,312,"mdc, normalized_transliteration",2
T001152,sbh,115,206,"lemma_forms, mdc, normalized_transliteration",3
T000179,xrj,115,188,mdc,1
T000398,wr.t,115,185,"lemma_forms, mdc, normalized_transliteration",3
T000229,hnq,115,165,"lemma_forms, mdc, normalized_transliteration",3
T000420,bis,115,129,translation,1
T000779,westen,115,118,translation,1
T000589,sdi,114,544,"lemma_forms, mdc, normalized_transliteration",3
T000471,nbw,114,483,"lemma_forms, mdc, normalized_transliteration, translation",4
T000700,jrw,114,410,"lemma_forms, mdc, normalized_transliteration, translation",4
T000441,aha.n,114,290,"lemma_forms, mdc, normalized_transliteration",3
T000812,mr.y-raw,114,137,lemma_forms,1
T000559,dr.t,114,124,"lemma_forms, mdc, normalized_transliteration",3
T000493,gro,114,121,translation,1
T000951,neunheit,114,121,translation,1
T000735,wieder,114,119,translation,1
T000539,ha.tj,114,117,lemma_forms,1
T000630,selbst,114,117,translation,1
T000999,unterwelt,114,117,translation,1
T001132,rezitation,114,114,translation,1
T000633,smn,113,575,"lemma_forms, mdc, normalized_transliteration, translation",4
T000982,dwa.t,113,118,"lemma_forms, mdc, normalized_transliteration",3
T001199,hw.t-hr.w,113,114,lemma_forms,1
T000537,nsw,112,282,"lemma_forms, mdc, normalized_transliteration, translation",4
T000500,dort,112,120,translation,1
T000694,geht,112,117,translation,1
T000751,sk,111,358,"lemma_forms, mdc, normalized_transliteration",3
T000731,zaf,111,294,"mdc, normalized_transliteration",2
T000627,aa.t,111,211,"lemma_forms, mdc, normalized_transliteration",3
T000851,ja.t,111,128,lemma_forms,1
T000648,kein,111,118,translation,1
T000909,jyi,110,388,"mdc, normalized_transliteration",2
T000979,mrn,110,292,"mdc, normalized_transliteration",2
T000980,mrn-raw,110,292,"mdc, normalized_transliteration",2
T000984,nmtj-m-zaf,110,292,"mdc, normalized_transliteration",2
T000569,rmt.pl,110,226,"mdc, normalized_transliteration",2
T000225,jnp,110,208,"lemma_forms, mdc, normalized_transliteration",3
T000962,mr.n-raw,110,146,lemma_forms,1
T000981,nmt.j-m-zaf,110,146,lemma_forms,1
T000969,hpr.w,110,121,"lemma_forms, normalized_transliteration",2
T000571,zeit,110,120,translation,1
T000344,lnder,110,116,translation,1
T000933,erden,110,115,translation,1
T000858,verklrten,110,114,translation,1
T000968,merenre,109,145,translation,1
T000262,dass,109,124,translation,1
T000640,noch,109,122,translation,1
T000450,horizont,109,116,translation,1
T000528,asa,108,440,"lemma_forms, mdc, normalized_transliteration",3
T000842,sdt,108,426,"mdc, normalized_transliteration",2
T000560,ntr-aa,108,333,"lemma_forms, mdc, normalized_transliteration",3
T000409,hnm,108,299,"lemma_forms, mdc, normalized_transliteration",3
T000510,nfr.t,108,202,"lemma_forms, mdc, normalized_transliteration",3
T000235,anubis,108,108,translation,1
T000532,ndm,107,531,"lemma_forms, mdc, normalized_transliteration",3
T000251,hnqt,107,448,"mdc, normalized_transliteration",2
T000970,variante,107,111,translation,1
T001059,jhm,106,208,"lemma_forms, mdc, normalized_transliteration",3
T001432,jtj-ntr,106,202,"lemma_forms, mdc, normalized_transliteration",3
T001239,rezitieren,106,107,translation,1
T000513,lebt,105,134,translation,1
T000572,wtj,105,125,"lemma_forms, mdc, normalized_transliteration, translation",4
T000680,abydos,105,118,translation,1
T000857,zurck,105,118,translation,1
T000237,hnq.t,105,115,lemma_forms,1
T000865,sd.t,105,109,"lemma_forms, mdc, normalized_transliteration",3
T000267,wrt,104,317,"mdc, normalized_transliteration, translation",3
T001235,jj,104,244,"mdc, normalized_transliteration",2
T000875,sn.t,104,113,"lemma_forms, mdc, normalized_transliteration",3
T000390,smsw,103,342,"mdc, normalized_transliteration",2
T001259,nww,103,318,"mdc, normalized_transliteration",2
T000483,hatte,103,114,translation,1
T000948,schutz,102,131,translation,1
T000893,kenne,102,121,translation,1
T000813,uns,102,109,translation,1
T000915,ach,102,104,translation,1
T001032,nemti-em-za-ef,101,134,translation,1
T000466,sms.w,101,115,"lemma_forms, mdc, normalized_transliteration",3
T000710,getan,101,112,translation,1
T000740,hw.t,101,104,lemma_forms,1
T000291,jnp.w,101,101,lemma_forms,1
T000512,spr,100,551,"lemma_forms, mdc, normalized_transliteration",3
T000320,mnw,100,385,"lemma_forms, mdc, normalized_transliteration, translation",4
T000780,bja,100,348,"lemma_forms, mdc, normalized_transliteration",3
T000754,zma,100,250,"lemma_forms, mdc, normalized_transliteration",3
T000856,di.n,100,202,"mdc, normalized_transliteration",2
T001009,thron,100,106,translation,1
T000929,wo,100,105,translation,1
T000452,hm.t,100,101,"lemma_forms, mdc, normalized_transliteration",3
T000885,mawt,99,378,"lemma_forms, mdc, normalized_transliteration",3
T000743,wsh,99,197,"lemma_forms, mdc, normalized_transliteration",3
T000726,gesagt,99,103,translation,1
T000433,apd,98,463,"lemma_forms, mdc, normalized_transliteration",3
T000445,phr,98,275,"lemma_forms, mdc, normalized_transliteration",3
T000881,gau,98,205,"lemma_forms, mdc, normalized_transliteration, translation",4
T000945,rd.du,98,200,"mdc, normalized_transliteration",2
T000877,merire,98,119,translation,1
T001225,hka.w,98,114,"lemma_forms, mdc, normalized_transliteration",3
T000919,feind,98,103,translation,1
T000957,westens,98,100,translation,1
T000721,hbs,97,473,"lemma_forms, mdc, normalized_transliteration",3
T000830,nst,97,370,"mdc, normalized_transliteration",2
T000716,rsj,97,300,"lemma_forms, mdc, normalized_transliteration",3
T000105,jmah,97,201,"lemma_forms, normalized_transliteration",2
T000760,dada,97,188,"lemma_forms, mdc, normalized_transliteration",3
T000940,hp,97,140,"lemma_forms, mdc, normalized_transliteration, translation",4
T000879,schu,97,100,translation,1
T001346,hmi,96,446,"lemma_forms, mdc, normalized_transliteration",3
T000829,jmn.t,96,109,"lemma_forms, mdc, normalized_transliteration",3
T001227,jmn.tjt,96,98,lemma_forms,1
T000748,rwd,95,609,"lemma_forms, mdc, normalized_transliteration",3
T001161,zj,95,411,"lemma_forms, mdc, normalized_transliteration",3
T000991,qai,95,397,"lemma_forms, mdc, normalized_transliteration",3
T000603,jjri,95,344,"mdc, normalized_transliteration",2
T000530,nxt,95,145,mdc,1
T000985,mrw.t,95,101,"lemma_forms, mdc, normalized_transliteration",3
T000480,wobei,95,100,translation,1
T000368,hqa,94,416,"lemma_forms, mdc, normalized_transliteration",3
T000319,rnpt,94,256,"mdc, normalized_transliteration",2
T000374,di.t,94,205,"mdc, normalized_transliteration",2
T000430,rdi.t,94,204,"mdc, normalized_transliteration",2
T001148,geffnet,94,99,translation,1
T000844,bruder,94,96,translation,1
T000639,ewigkeit,94,95,translation,1
T000895,lt,94,95,translation,1
T000863,zaw,93,338,"lemma_forms, mdc, normalized_transliteration",3
T000738,nhb,93,262,"lemma_forms, mdc, normalized_transliteration",3
T001028,spd,92,352,"lemma_forms, mdc, normalized_transliteration, translation",4
T000989,m-m,92,193,"lemma_forms, mdc, normalized_transliteration",3
T000582,tage,92,92,translation,1
T001602,mki,91,478,"lemma_forms, mdc, normalized_transliteration",3
T001309,erhebe,91,94,translation,1
T000536,wbn,90,485,"lemma_forms, mdc, normalized_transliteration",3
T000338,zat,90,288,"lemma_forms, mdc, normalized_transliteration",3
T000932,swa,90,287,"lemma_forms, mdc, normalized_transliteration",3
T000549,gr,90,277,"lemma_forms, mdc, normalized_transliteration, translation",4
T000405,bjtj,90,214,"mdc, normalized_transliteration",2
T001289,jxm,90,109,mdc,1
T001036,empfangen,90,92,translation,1
T000862,mdwi,89,426,"lemma_forms, mdc, normalized_transliteration",3
T000734,whm,89,383,"lemma_forms, mdc, normalized_transliteration",3
T000385,wah,88,454,"lemma_forms, mdc, normalized_transliteration",3
T000461,mtw,88,439,"lemma_forms, mdc, normalized_transliteration",3
T000506,ad,88,360,"lemma_forms, mdc, normalized_transliteration",3
T000501,nat,88,298,"mdc, normalized_transliteration",2
T001665,wdat,88,250,"mdc, normalized_transliteration",2
T000379,jwa,88,230,"lemma_forms, mdc, normalized_transliteration",3
T002498,hwt-hr,88,178,"mdc, normalized_transliteration",2
T001686,sbht,88,163,normalized_transliteration,1
T001717,sbxt,88,163,mdc,1
T001255,hprw,88,157,normalized_transliteration,1
T001256,xprw,88,157,mdc,1
T001219,eure,88,100,translation,1
T000259,bier,88,97,translation,1
T000763,will,88,92,translation,1
T001031,totenreich,88,90,translation,1
T000525,gebracht,88,89,translation,1
T000412,ssm,87,290,"lemma_forms, mdc, normalized_transliteration",3
T000662,abdw,87,265,"mdc, normalized_transliteration",2
T000775,kwj,87,258,"mdc, normalized_transliteration",2
T001119,mry-raw,87,220,"mdc, normalized_transliteration",2
T000554,mnt,87,203,"lemma_forms, mdc, normalized_transliteration",3
T000938,pri.t,87,188,"mdc, normalized_transliteration",2
T000234,schreiber,87,108,translation,1
T000665,alles,87,93,translation,1
T001417,flamme,87,89,translation,1
T000906,kinder,86,91,translation,1
T000869,abd.w,86,90,"lemma_forms, mdc, normalized_transliteration",3
T000610,mdw.t,86,86,lemma_forms,1
T001508,gefallen,85,89,translation,1
T000090,knigs,84,97,translation,1
T000764,denen,84,90,translation,1
T000663,machen,84,88,translation,1
T000683,mnh.t,84,87,"lemma_forms, normalized_transliteration",2
T001015,ja.w,84,87,lemma_forms,1
T001688,sbh.t,84,85,"lemma_forms, mdc, normalized_transliteration",3
T001871,nieder,84,85,translation,1
T001316,jpw,83,484,"lemma_forms, mdc, normalized_transliteration",3
T000241,jnpw,83,328,"mdc, normalized_transliteration",2
T001012,qs,83,322,"lemma_forms, mdc, normalized_transliteration, translation",4
T000596,jrr,83,257,"lemma_forms, mdc, normalized_transliteration",3
T000631,pr-aa,83,253,"lemma_forms, mdc, normalized_transliteration",3
T000831,sf,83,240,"lemma_forms, mdc, normalized_transliteration",3
T000567,wpw,83,117,"lemma_forms, mdc, normalized_transliteration",3
T000903,htp.w,83,112,"lemma_forms, mdc, normalized_transliteration",3
T000828,tp.j,83,97,"lemma_forms, mdc, normalized_transliteration",3
T000814,qbh.w,83,95,"lemma_forms, mdc, normalized_transliteration",3
T001039,rein,83,93,translation,1
T001074,tor,83,85,translation,1
T000928,hin,83,83,translation,1
T000428,bak,82,278,"lemma_forms, mdc, normalized_transliteration",3
T001002,swai,82,194,"lemma_forms, mdc, normalized_transliteration",3
T000901,jni.n,82,168,"mdc, normalized_transliteration",2
T000787,pxr,82,122,mdc,1
T001137,hapi,82,120,"mdc, normalized_transliteration, translation",3
T001046,spa,82,111,"lemma_forms, mdc, normalized_transliteration",3
T000704,ewiglich,82,85,translation,1
T000460,immer,82,83,translation,1
T001481,sokar,82,83,translation,1
T001117,ssmi,81,404,"lemma_forms, mdc, normalized_transliteration",3
T001043,dat,81,292,"mdc, normalized_transliteration, translation",3
T000717,wn.jn,81,237,"lemma_forms, mdc, normalized_transliteration",3
T000436,untergypten,81,83,translation,1
T000796,gib,81,82,translation,1
T000860,hrt-ntr,81,81,normalized_transliteration,1
T000861,xrt-ntr,81,81,mdc,1
T000799,fai,80,458,"lemma_forms, mdc, normalized_transliteration",3
T000910,swi,80,408,"lemma_forms, mdc, normalized_transliteration",3
T000526,bn,80,392,"lemma_forms, mdc, normalized_transliteration, translation",4
T000617,dp,80,257,"lemma_forms, mdc, normalized_transliteration",3
T001228,wrd,80,227,"lemma_forms, mdc, normalized_transliteration, translation",4
T000691,mnht,80,157,"mdc, normalized_transliteration",2
T000900,rw,80,151,"lemma_forms, mdc, normalized_transliteration, translation",4
T000884,kraft,80,81,translation,1
T000815,vaters,80,80,translation,1
T000777,qma,79,352,"lemma_forms, mdc, normalized_transliteration",3
T000706,ddw,79,268,"mdc, normalized_transliteration",2
T000713,mnxt,79,153,mdc,1
T001146,dd.w,79,112,"lemma_forms, mdc, normalized_transliteration",3
T001400,ns.t,79,83,lemma_forms,1
T001166,spricht,79,79,translation,1
T000566,stj,78,383,"lemma_forms, mdc, normalized_transliteration",3
T000268,pth,78,381,"lemma_forms, mdc, normalized_transliteration",3
T001022,sha,78,225,"lemma_forms, mdc, normalized_transliteration",3
T000568,n.w,78,164,"mdc, normalized_transliteration",2
T001125,jtr,78,96,"lemma_forms, mdc, normalized_transliteration, translation",4
T000718,sw.t,78,81,"lemma_forms, mdc, normalized_transliteration",3
T001170,ffnen,78,78,translation,1
T000911,mdt,77,244,"mdc, normalized_transliteration",2
T000507,jz,77,149,"lemma_forms, mdc, normalized_transliteration",3
T001302,sh.t-jar.w,77,87,lemma_forms,1
T001506,binsengefilde,77,87,translation,1
T001089,dada.t,77,84,lemma_forms,1
T003044,jy-m-htp,77,83,"lemma_forms, mdc, normalized_transliteration",3
T001080,ah.pl,77,81,"mdc, normalized_transliteration",2
T000889,nur,77,79,translation,1
T003057,imhotep,77,77,translation,1
T001069,dadat,76,332,"mdc, normalized_transliteration",2
T000583,snw,76,216,"lemma_forms, mdc, normalized_transliteration, translation",4
T000843,awt,76,215,"mdc, normalized_transliteration",2
T001144,rh.kw,76,94,normalized_transliteration,1
T001145,rx.kw,76,94,mdc,1
T000679,mda,76,81,"lemma_forms, mdc, normalized_transliteration",3
T000959,hr.j-jb,76,80,lemma_forms,1
T001253,nw.w,76,80,"lemma_forms, mdc, normalized_transliteration",3
T001096,ax.pl,76,79,mdc,1
T000974,steht,76,77,translation,1
T002104,pfj,75,254,"lemma_forms, mdc, normalized_transliteration",3
T000189,opfer,75,79,translation,1
T000407,nekropole,75,79,translation,1
T001122,lobpreis,75,78,translation,1
T001248,frei,75,78,translation,1
T001349,freude,75,76,translation,1
T000944,hnn,74,245,"lemma_forms, mdc, normalized_transliteration, translation",4
T000647,qn,74,232,"lemma_forms, mdc, normalized_transliteration",3
T000521,km,74,202,"lemma_forms, mdc, normalized_transliteration",3
T000435,dj,74,193,"lemma_forms, mdc, normalized_transliteration, translation",4
T003453,jj-m-htp,74,148,"mdc, normalized_transliteration",2
T001278,wab.t,74,115,"lemma_forms, mdc, normalized_transliteration",3
T001121,hren,74,82,translation,1
T001385,stimme,74,78,translation,1
T000439,fest,74,77,translation,1
T001820,sollt,74,77,translation,1
T002837,pfy,73,356,"mdc, normalized_transliteration",2
T001699,rmi,73,340,"lemma_forms, mdc, normalized_transliteration",3
T001042,pj,73,336,"lemma_forms, mdc, normalized_transliteration",3
T000448,ss,73,296,"lemma_forms, mdc, normalized_transliteration, translation",4
T001086,ssp,73,289,"lemma_forms, mdc, normalized_transliteration",3
T000922,xm,73,134,mdc,1
T000690,augen,73,80,translation,1
T000785,busiris,73,76,translation,1
T000705,sdr,72,369,"lemma_forms, mdc, normalized_transliteration",3
T001118,hapj,72,369,"lemma_forms, mdc, normalized_transliteration",3
T001107,wba,72,367,"lemma_forms, mdc, normalized_transliteration",3
T000791,grg,72,364,"lemma_forms, mdc, normalized_transliteration",3
T001449,hnd,72,197,"lemma_forms, normalized_transliteration, translation",3
T001057,jah,72,177,"lemma_forms, mdc, normalized_transliteration",3
T000792,dd.n,72,146,"mdc, normalized_transliteration",2
T001507,seid,72,82,translation,1
T000924,ende,72,80,translation,1
T000837,sa.t,72,78,"lemma_forms, mdc, normalized_transliteration",3
T000673,pharao,72,75,translation,1
T001126,stier,72,75,translation,1
T001369,liebe,72,75,translation,1
T001251,bringt,72,74,translation,1
T001249,knochen,72,73,translation,1
T003483,perfekt,72,72,translation,1
T000687,fj,71,337,"lemma_forms, mdc, normalized_transliteration",3
T000935,smj,71,317,"lemma_forms, mdc, normalized_transliteration",3
